bankrupt,retained_earnings_to_total_assets,total_debt_per_total_net_worth,borrowing_dependency,persistent_eps_in_the_last_four_seasons,continuous_net_profit_growth_rate,net_profit_before_tax_per_paidin_capital,equity_to_liability,pretax_net_interest_rate,degree_of_financial_leverage,per_share_net_profit_before_tax,liability_to_equity,net_income_to_total_assets,total_income_per_total_expense,interest_expense_ratio,interest_coverage_ratio
1,0.903224771166726,0.0212659243655332,0.390284354359258,0.16914058806845,0.217535386199635,0.137757333534424,0.0164687409123162,0.796887145860514,0.0266006307607414,0.138736160277171,0.29020189277926,0.716845343217827,0.0020216130120256,0.629951302036958,0.564050112276341
1,0.931065217577487,0.0125023937843679,0.376760019951553,0.2089439349532,0.217619596450422,0.168961616770983,0.020794306334635,0.797380191277827,0.264576819837375,0.16991790314077,0.283845979801729,0.795297136043035,0.0022256083431017,0.635172463390912,0.570174946412453
1,0.90990336247412,0.0212476860084444,0.379092920106557,0.180580504869056,0.217601298963609,0.148035593092527,0.0164741143272785,0.796403369254357,0.0265547199199004,0.142803344128945,0.290188532942043,0.774669696989803,0.0020600706495246,0.629631443404885,0.563706076496047
1,0.906902158837211,0.0095724017180532,0.379742687599394,0.193722227474709,0.217568188277463,0.147560515798205,0.0239823322073886,0.796966968308828,0.0266966344214761,0.148602847028696,0.281721192981814,0.739554525158061,0.0018313585555101,0.63022835303626,0.564663420271241
1,0.91385019745186,0.0051496001240208,0.375025442703033,0.212536636097192,0.217625639200419,0.167460975793681,0.0354902008836198,0.797366080550396,0.0247518480523254,0.168411538751224,0.278513789880418,0.79501587263578,0.0022239300347802,0.636054985548143,0.575616645216918
1,0.903041267113845,0.0142131516792967,0.38144818747302,0.174435095017491,0.21756642290514,0.137825201719327,0.0195344778286463,0.796903193354456,0.026675365750547,0.138811478496648,0.285087100359518,0.710420495100948,0.0018656086149692,0.630183833098177,0.56453833936354
0,0.911441407767521,0.0244412223346921,0.384998982291879,0.161482461945731,0.217604461369292,0.127939069451776,0.0156630746538442,0.797011928959958,0.0266222980418273,0.128944791745123,0.292504124196417,0.736619097683939,0.002120735670224,0.629987945370611,0.564200119780965
0,0.935449309245632,0.0052781805414968,0.374219104729994,0.22520563486811,0.217633191808323,0.179518889978131,0.0348885561799154,0.797448808148475,0.0270305165537491,0.180462453867591,0.278607305606177,0.815350392476567,0.0023599992361997,0.631379022205175,0.566088941755739
0,0.935200209287994,0.0022661158682825,0.370253398138601,0.218398411647915,0.217653752422812,0.172158962370862,0.0658264974662765,0.797413531329896,0.0268906304546816,0.173156586578293,0.276422514083071,0.803647289792132,0.0022739602931646,0.630914987465925,0.565591901310376
0,0.938289896761562,0.0063542436097356,0.374508760118367,0.217831143046232,0.217700368870897,0.175657944348088,0.0308008650901007,0.797403570816415,0.0272430149466587,0.176621224674249,0.279387518743906,0.804194656500343,0.0022691962830507,0.6321882576951,0.566667622359207
0,0.942828956208544,0.0049325636746641,0.374179962109944,0.218965680249598,0.217580210728446,0.177611039891411,0.0365716913238882,0.797534994258179,0.0269710912232694,0.178579498380658,0.278356431683457,0.814110614307489,0.0023376566488803,0.631236900864372,0.565891530490222
0,0.93295521516369,0.0042923973408475,0.373113046123427,0.204689420440579,0.217296579772641,0.171525525978433,0.0403810196995266,0.797442859508479,0.0273908578413325,0.172478722602998,0.277892081792766,0.804886952966321,0.0022567515492072,0.632095793208312,0.566982649156004
0,0.930139634781563,0.0087343492098231,0.377306898271686,0.219343859317387,0.217655826403453,0.173290098785914,0.0252817202305257,0.797428887121513,0.0274797246787734,0.174286359870453,0.281113383864046,0.803260160615522,0.0022730499396006,0.632377638662484,0.567146326659175
0,0.930763202677411,0.0051550716311474,0.373151070382904,0.212914815164981,0.217619855283206,0.167860643993666,0.0354641087749807,0.797368293997836,0.0249997401762429,0.168863448068088,0.278517752959524,0.794157852517078,0.0022174795700972,0.640422733935152,0.577445287454369
0,0.94025165752662,0.0039832571881924,0.373692356900173,0.226434716838423,0.217652245883274,0.177920217178192,0.0426464252172529,0.797513966507497,0.0268962866110795,0.178880771258567,0.27766768513616,0.819715357306136,0.0025698224707067,0.63167079903015,0.565614320447007
0,0.933540910463702,0.0046115685899014,0.373544733304554,0.223787463363903,0.217583751428197,0.179828067264912,0.0383537473633107,0.797506772803316,0.0268972408952144,0.182420727574,0.278123542773057,0.815418713855725,0.0022899932067994,0.631097176751003,0.565618081410697
0,0.942018218547371,0.0023974320393219,0.372267565530338,0.220194762219911,0.217678188892323,0.175167785234899,0.0629402296529157,0.797877248568626,0.0270027988958809,0.176169315357385,0.276517862314948,0.810421134587852,0.0025517714496104,0.631239298091807,0.565999165334269
0,0.948858906532939,0.0033239405794326,0.372724975004641,0.233052850524723,0.217614048137409,0.188288967649499,0.0488219275181613,0.79758825533721,0.0269078077255092,0.189274685546434,0.277189778453972,0.826642041201762,0.0023609505382426,0.631059506034164,0.565659317841955
0,0.935009281984505,0.0083549913823762,0.378709322430063,0.220005672686017,0.217588563063285,0.175062212502828,0.0259532229881063,0.797412009584781,0.0276370493098807,0.17601867891843,0.280838654876666,0.806263914593922,0.0023180453360995,0.632451952712977,0.567398597856035
0,0.933563970913442,0.0032537229046407,0.371230845279288,0.217452963978444,0.217571523238334,0.173531407887791,0.0496224552784151,0.797443551210804,0.02692426375692,0.174512314528885,0.277138798973532,0.802551849429409,0.0022428584833143,0.631267722359968,0.56572207807259
0,0.939765139730377,0.0044246254297412,0.36963718146295,0.219343859317387,0.217582321211147,0.175205489782068,0.0395070046859079,0.797521713573538,0.0267937782838859,0.176169315357385,0.277987940183913,0.80463901213129,0.0022930475348322,0.630623553102012,0.565170865120315
0,0.937920804869362,0.0047282940752697,0.371209596428404,0.225394724402004,0.217614423113109,0.18066510821205,0.0376800863548014,0.797465824025672,0.0268899303694454,0.181667545379227,0.278208025459001,0.814011882705804,0.0023220757590657,0.630982794756236,0.565589111140646
0,0.936223801831732,0.008955945248452,0.377012769441021,0.22322019476222,0.217649889841265,0.176494985295227,0.0249146049780394,0.797444381253594,0.0275654100512866,0.177449725088499,0.28127420443142,0.808976427196184,0.0022691302633415,0.632237229626991,0.567289099516091
0,0.93856123349435,0.017036449356642,0.38727596441824,0.218965680249598,0.217597831267977,0.172860266948194,0.0180051246099532,0.797413254648966,0.0293639108382569,0.173834450553589,0.287134337024927,0.798103629260323,0.0022459349956507,0.634338913165573,0.568730145641783
0,0.933883562062243,0.0174112475948167,0.388057698458675,0.22189656802496,0.217591669056694,0.177309403514064,0.0178392006258175,0.797417128181986,0.0282061238442121,0.178278225502749,0.287405943036028,0.803444645412305,0.002274344102804,0.633345776085259,0.568042939905936
0,0.923742746015952,0.0089842147019396,0.377159274676067,0.203554883237213,0.217574370398959,0.159678757258125,0.0248687285439358,0.797046237395281,0.0264153131070622,0.160653762145063,0.281294868361888,0.772908884661082,0.0020982674894285,0.628951315735401,0.562377109788118
0,0.942045500965593,0.0041382832234472,0.37216691307878,0.224260187198639,0.217590238839644,0.17869693084986,0.0414649657362741,0.797512168081452,0.0269244863302234,0.17963395345334,0.27778065156698,0.812973644132776,0.0022847085145854,0.631321488746729,0.565722915029787
0,0.943096297038018,0.0012757730783611,0.369875392264971,0.228420156944313,0.217607235525798,0.184986049317548,0.10484236501329,0.797571239460013,0.0268521603332461,0.185960683889433,0.275704458052421,0.830176405307051,0.0025056466854504,0.630964986781003,0.565433398847167
0,0.93768584755713,0.0039786975989202,0.371971199978527,0.2205729412877,0.217600631971435,0.177490385340472,0.0426818998997697,0.797502899270296,0.0270667209660536,0.178428861941704,0.277664420394596,0.812100285489518,0.0023616295164812,0.631503678031808,0.56620058032495
1,0.908947697741883,0.0259513583016442,0.392590413860514,0.177838706627588,0.217575505281166,0.138624538119297,0.0153485951260125,0.797240882429557,0.0264718727329476,0.139639978910899,0.293599485101659,0.750430839246873,0.0020835037574352,0.62927528390022,0.562976864746142
1,0.868460717296699,0.030692419226876,0.396528161437585,0.202514890800794,0.217611038376702,0.164565266571148,0.0145615712801164,0.797290546656498,0.0248858579240944,0.165549446411087,0.297038120702888,0.787081562191271,0.0021623785052417,0.648523650360954,0.576472530618164
0,0.908330178891868,0.0214911680755798,0.38402489023291,0.211023919826038,0.217626017494488,0.168991780408717,0.0164039309117358,0.797380329618292,0.174090903668756,0.169993221360247,0.290364861431961,0.79602266635259,0.0022301739014708,0.635145408967,0.570161348590322
0,0.937473539811651,0.0059730619465798,0.375580149547176,0.225394724402004,0.217595989573167,0.178206771736671,0.032085740779711,0.797439539337319,0.027118794439904,0.179257362355954,0.279110823236052,0.8141021444053,0.0023486417250169,0.63154956781414,0.566350913061826
0,0.937101764402904,0.0024494113570249,0.370535225002964,0.218209322114021,0.217593198824816,0.172091094185959,0.0618866031430268,0.797414914734546,0.0270031817899335,0.173081268358816,0.276555323824668,0.80292347799953,0.0022699393484603,0.631230736565253,0.566000432230916
0,0.934730336547086,0.0066095806089787,0.375313979730833,0.218682045948757,0.217603568728023,0.172656662393485,0.030023557479194,0.797392780260144,0.0276769693412717,0.173608495895157,0.279572351510817,0.803065744296262,0.0022598186387234,0.632494760345749,0.567456110265631
0,0.93823378870164,0.0064727929308127,0.376271296381209,0.213576628533611,0.217554728972691,0.176698589849936,0.0304312341396866,0.797519776807027,0.0271146084726468,0.177675679746931,0.279473637867886,0.811257383194871,0.0023164296986408,0.631589635758414,0.566339247732498
0,0.927407108748788,0.0081270119187663,0.377688259227034,0.209794837855725,0.217611552723901,0.163471834703265,0.0263873568742709,0.797245032643508,0.0263852766496002,0.164419673118927,0.280673194902107,0.784384878843847,0.0021855118120625,0.628333173518171,0.562016229466371
0,0.930539498151253,0.0090398416910604,0.37700829599873,0.214994800037818,0.217565384255635,0.170778975944499,0.0247808782299554,0.79740398583781,0.0284255446452834,0.171725540408225,0.281334802107135,0.797743521000021,0.0022413681706093,0.63401289023438,0.568218589402543
0,0.932102119442917,0.0043589673442216,0.37206178718493,0.215372979105606,0.217647981779075,0.169662921348315,0.0399351699683356,0.797387938343868,0.0290876038741492,0.170671085335543,0.277940275905438,0.798173897544613,0.0022467070579001,0.633241325461295,0.568609255748077
0,0.934363318155994,0.0034032774327688,0.373058246455356,0.212253001796351,0.217555432466925,0.170311439559611,0.0479599415621359,0.797404400859205,0.0288727658138465,0.171273631091361,0.277247090635208,0.801371569744629,0.0022954310040017,0.632810166984014,0.568500549655657
0,0.932853037736966,0.0061454144210689,0.374405870945663,0.221612933724118,0.217588984496152,0.182128044642184,0.0314853592017782,0.7975416346005,0.026907690710701,0.183927091963546,0.279235950325587,0.815731085142529,0.0022932374027364,0.631229024259942,0.565658865268012
0,0.942100288262037,0.0027904686345854,0.37273615861037,0.220667486054647,0.217599497089228,0.175680567076389,0.0558577815894778,0.797896062871868,0.0270168245964067,0.176621224674249,0.276802951199344,0.811426300758598,0.0025137847834037,0.631236900864372,0.5660450790583
0,0.945429865976427,0.0037954021101779,0.373331126435136,0.225489269168951,0.21758248049286,0.180265440012065,0.044195080866648,0.797521851914003,0.0269855998040583,0.181215636062363,0.27753151182204,0.813567760267837,0.0023005365531622,0.631308475226367,0.565941458314401
0,0.93849638089017,0.0079829288977648,0.377794503481456,0.228325612177366,0.217644842601976,0.182022471910112,0.0266739564583317,0.797446594701035,0.0271305157359928,0.183023273329818,0.280568752204964,0.816256591930727,0.0024201032692739,0.631594087752222,0.566383205447437
0,0.935180058419969,0.0040790085629086,0.371372877072043,0.222842015694431,0.217659778580964,0.176525148932961,0.0419058133611854,0.797481041476823,0.0268773632495743,0.177525043307976,0.277737513870731,0.807572628836292,0.0022533304530585,0.631025602389008,0.565538443845805
0,0.940555139941672,0.0042823662444487,0.36963718146295,0.2205729412877,0.217605410422833,0.175929417087701,0.0404498967794885,0.797546753197705,0.0267922709919733,0.176922497552158,0.277884763341779,0.806666537650301,0.0023079923509029,0.630616703880769,0.565163703379656
0,0.937669899147271,0.0046535168112056,0.370670546632281,0.222842015694431,0.217588622793928,0.181652967347862,0.0381052124741259,0.797465409004277,0.0268622864067066,0.182646682232432,0.278154235737719,0.813580403299354,0.0022987181352657,0.630916357310174,0.565476168190819
0,0.937543556605271,0.0084224733036048,0.375735601666805,0.225772903469793,0.217604766659242,0.180122162732826,0.0258293052472918,0.797474816155898,0.0271695519446991,0.181064999623409,0.280887572960498,0.809900025793642,0.0022707990141987,0.631849563704607,0.566486947320132
0,0.939119704270878,0.0192286998787149,0.388924427902649,0.219532948851281,0.217599291350348,0.17436844883493,0.0171251373185928,0.797428610440583,0.0287586332854848,0.175340814943135,0.288724026813852,0.799841684452634,0.0022594421106113,0.633996109642334,0.568436517701161
0,0.93296618823123,0.0150913285731221,0.385539150448574,0.218492956414862,0.217580944088001,0.175152703416032,0.0189981101778913,0.797414638053616,0.0285203017680739,0.176093997137908,0.285723769578705,0.802637950812378,0.0022680401523398,0.633433788578239,0.568285889415869
0,0.921157400283521,0.0099316973527024,0.37809981591785,0.212442091330245,0.21762195249243,0.165794434808838,0.0234913559928311,0.797269933927211,0.0257487295645182,0.166754537922724,0.281981864383029,0.788125640198415,0.0021838417900071,0.617627840714511,0.198631789774405
0,0.941752414261214,0.0041091018521051,0.372056195382066,0.22388200813085,0.217593504114766,0.17941331724606,0.0416802088287315,0.797526140468418,0.0269538841751162,0.180387135648113,0.277759438570488,0.811328897524071,0.0022832342477168,0.631300941082999,0.565830776536198
0,0.937410454269399,0.001949680372792,0.371134666270021,0.221612933724118,0.217581269288165,0.177550712615941,0.0742659977019555,0.797498195694485,0.026911795869791,0.178504180161181,0.276193025495972,0.812826429211926,0.0023453402878231,0.631138614539527,0.565674688944503
0,0.936300904686825,0.0042604802159421,0.371953306209362,0.22189656802496,0.21760310415636,0.177354648970666,0.040601053664945,0.797512721443312,0.02699137759224,0.178353543722226,0.277868818728457,0.809661362707912,0.0023790950922575,0.631356077314009,0.565961020304973
1,0.920882488497633,0.0222343811269481,0.392383517154533,0.200151271627115,0.217595797107763,0.157016816228037,0.016198908768845,0.797084142682696,0.0260500616073851,0.158017624463358,0.290903713986462,0.777094466430958,0.0020285160829492,0.625067807290311,0.553328485915044
1,0.912825940285011,0.0347841946397469,0.40512499916123,0.206013047177839,0.217608536326456,0.167310157605007,0.0140542158838411,0.797365942209931,0.0227618017460547,0.16795962943436,0.300005450754857,0.791982244970901,0.0021964407068399,0.638738852892426,0.571988549713058
1,0.841966378156722,0.126572374360518,0.26203523730493,0.0842393873499102,0.216970994677233,0.0724530578387754,0.0091781695678396,0.796779240297803,0.0267631375236152,0.0674851246516532,0.182790358888349,0.525650952071236,0.0020032728592486,0.63052252708867,0.565021155623063
1,0.915031112372524,0.0268094730026719,0.391787430969194,0.175002363619174,0.217598757092935,0.140351406379609,0.0151855464385118,0.797190526500292,0.0265903290435414,0.141372297958876,0.29422214206968,0.746585996946147,0.0021075675049579,0.629853358173176,0.56397612729787
0,0.903544493904117,0.0197539645628722,0.382244460200902,0.215656613406448,0.217633005979658,0.169836362265289,0.016943025449825,0.797388768386658,0.0323529334521605,0.170897039993975,0.289105073092302,0.797585081424739,0.0022348558183184,0.634265626498267,0.569392706270746
0,0.936347816602325,0.0083777893287372,0.377871670360984,0.220951120355488,0.217578687597063,0.174609757936807,0.0259125471297279,0.797409381115946,0.0271572841874481,0.176545906454771,0.280854626942298,0.804705530749328,0.0022827430158901,0.63173997616471,0.566454958111748
0,0.942043663814981,0.0015028406241165,0.36963718146295,0.215089344804765,0.217578475221445,0.169987180453963,0.091710054312366,0.797393333622004,0.0268818273787735,0.170972358213452,0.27586936929824,0.797389746747958,0.0022377300800243,0.631123203791729,0.565556569130653
0,0.928823726296912,0.0064554664915784,0.374532245690398,0.218871135482651,0.217590570676547,0.163690521076842,0.0304857440751791,0.797359993569935,0.0264874257805383,0.164645627777359,0.279460740183118,0.786042687462666,0.0021923287136259,0.628856111560116,0.563125994645206
0,0.934188185936739,0.0059201707110223,0.375580149547176,0.210551195991302,0.217604232401829,0.172664203302918,0.0322762954675556,0.79744728640336,0.0273701932301579,0.173683814114634,0.279072534129483,0.802978468940389,0.0022684371053312,0.63225743482966,0.566942039965212
0,0.931638647675746,0.0096553862428072,0.379104103712286,0.216980240143708,0.217643926732124,0.171140939597315,0.023865990703559,0.797417128181986,0.0285285079363653,0.172177449725089,0.281781264328445,0.802836623544174,0.0022589675333478,0.632716332652977,0.568291502966358
0,0.929574205926984,0.0105071175188539,0.378454336219449,0.210645740758249,0.217596208585523,0.166706884850313,0.0227743487246031,0.797349203013664,0.0258180560734577,0.167432401898019,0.282399204062549,0.790519359097307,0.0021951376840017,0.624429802331475,0.506546640987286
0,0.933718216492532,0.0047164391431619,0.372762999264119,0.215751158173395,0.217599447313693,0.170786516853933,0.0377477615082506,0.79739983562386,0.0273097296825429,0.171800858627702,0.278199351521315,0.800033865258417,0.0022650747176634,0.631935178970151,0.566817100513007
0,0.927521695477904,0.0037443347103292,0.373364677252322,0.208849390186253,0.2175627096502,0.164278712012669,0.0446402136985075,0.797293175125333,0.0265519684191381,0.165248173533178,0.277494639270497,0.784318911816898,0.0020623913406252,0.629610553280092,0.563684230714475
0,0.932855984006555,0.0056803363153047,0.374562441425865,0.22255838139359,0.217603220299276,0.176841867129176,0.033184260246782,0.797471080963342,0.0269140928314816,0.177901634405363,0.2788988239391,0.808047122738062,0.0022712180307101,0.631116012109423,0.565683494724244
0,0.941790764965795,0.0026035254744252,0.372542682231264,0.218114777347074,0.217609236502321,0.172151421461428,0.0589711621947617,0.797609006406962,0.0270822893641104,0.173156586578293,0.276667423136837,0.803444356803959,0.0024308337374813,0.631384844043232,0.566246742529546
0,0.940692863465237,0.0082063487721026,0.377393012035797,0.220100217452964,0.217588765483796,0.175944498906568,0.0262335882251759,0.797430962228488,0.0271898979401804,0.176922497552158,0.280730773419021,0.802988533075358,0.002256828319225,0.631979356447172,0.566538812418977
